YYYY,MM,DD,HH,tropozone,flux,peak,tp,fire
2012.00,4.00000,27.0000,0.00000,6.46991e+17,6.98760e+15,6.80000,11.1430,0.00000
2012.00,10.0000,3.00000,0.00000,1.07533e+18,1.15174e+16,4.56000,14.6870,1.00000
2012.00,10.0000,23.0000,0.00000,9.20850e+17,9.15081e+15,5.42000,12.3640,0.00000
2012.00,10.0000,30.0000,0.00000,8.53291e+17,2.70467e+16,4.80000,10.5040,1.00000
2012.00,11.0000,21.0000,0.00000,6.32597e+17,1.75832e+16,6.56000,10.4170,0.00000
2012.00,11.0000,28.0000,0.00000,9.40716e+17,1.37706e+16,4.10000,10.9310,0.00000
2012.00,12.0000,7.00000,0.00000,7.68763e+17,8.33505e+15,7.04000,10.8750,0.00000
2012.00,12.0000,13.0000,0.00000,1.06040e+18,1.83685e+16,13.4400,13.9570,0.00000
2012.00,12.0000,21.0000,0.00000,7.73385e+17,9.38803e+15,7.02000,12.1150,0.00000
2013.00,1.00000,4.00000,0.00000,1.02709e+18,1.06241e+16,5.64000,15.6590,0.00000
2013.00,1.00000,11.0000,0.00000,8.81442e+17,2.47463e+16,5.38000,11.5360,0.00000
2013.00,1.00000,16.0000,0.00000,8.16227e+17,2.74921e+16,7.00000,15.2100,0.00000
2013.00,1.00000,23.0000,0.00000,5.86124e+17,2.54566e+16,4.04000,11.5710,0.00000
2013.00,2.00000,1.00000,0.00000,4.47157e+17,5.14456e+16,4.00000,8.42300,0.00000
2013.00,2.00000,6.00000,0.00000,9.56689e+17,2.07470e+16,9.04000,14.9280,0.00000
2013.00,2.00000,13.0000,0.00000,9.72733e+17,1.00556e+16,5.50000,13.9220,0.00000
2013.00,2.00000,20.0000,0.00000,7.46862e+17,1.84072e+16,7.46000,11.9610,0.00000
2013.00,2.00000,26.0000,0.00000,7.78365e+17,8.33753e+15,7.66000,12.5900,0.00000
2013.00,3.00000,15.0000,0.00000,8.92040e+17,5.82865e+15,6.28000,12.2350,0.00000
2013.00,3.00000,20.0000,0.00000,7.86605e+17,3.37884e+16,9.70000,11.7680,0.00000
2013.00,5.00000,1.00000,0.00000,5.32926e+17,1.71532e+16,5.72000,10.0220,0.00000
2013.00,8.00000,9.00000,0.00000,9.29229e+17,1.91142e+16,6.14000,13.0660,0.00000
2013.00,9.00000,4.00000,0.00000,9.31537e+17,2.04719e+16,7.28000,13.8790,0.00000
2013.00,9.00000,11.0000,0.00000,6.39227e+17,1.01066e+16,4.00000,9.39000,0.00000
2013.00,9.00000,25.0000,0.00000,9.47295e+17,2.01489e+16,6.24000,12.7760,0.00000
2013.00,10.0000,4.00000,0.00000,9.66754e+17,1.53075e+16,6.44000,12.8080,1.00000
2013.00,11.0000,27.0000,0.00000,8.85328e+17,1.45987e+16,4.88000,11.8480,0.00000
2013.00,12.0000,11.0000,0.00000,5.38757e+17,1.15589e+16,4.00000,9.71900,0.00000
