# ------------------------------------------------------------
#
# Flight name: V2207
# Station: Davis
# Launch Date: 18 September 2007
# Launch Time: 12:29:14
# 
# This file created: Wed Sep 19 10:11:58 2007
# 
# 
# ------------------------------------------------------------
# DATA COLUMNS
# Time (s)
# Height (m)
# Atmospheric Pressure (hPa)
# Atmospheric Temperature (°C)
# Relative Humidity (%)
# Box Temperature (°C)
# Ozone Partial Pressure (mPa)
# Ozone Mixing Ratio (ppmV)
# Accumulated Ozone to this Height (Dobson Units)
# Remaining Ozone above this Height (Dobson Units)
# 
# ------------------------------------------------------------
# 
# Integrated Ozone = 196.7 DU
# Extrapolated Ozone =  79.0 DU
# 
# Total Ozone = 275.7 DU
# 
# 
# ------------------------------------------------------------
1333 , 6276 , 410.47 , -49.6 , 35 , 17.66 , 1.192 , 0.029 , 14.44 , 261.31
1343 , 6319 , 407.79 , -50.0 , 35 , 17.61 , 1.182 , 0.029 , 14.50 , 261.25
1353 , 6361 , 405.20 , -50.4 , 35 , 17.56 , 1.171 , 0.029 , 14.56 , 261.19
1363 , 6402 , 402.63 , -50.7 , 36 , 17.48 , 1.163 , 0.029 , 14.62 , 261.13
1373 , 6449 , 399.76 , -51.1 , 37 , 17.45 , 1.158 , 0.029 , 14.69 , 261.06
1383 , 6506 , 396.25 , -51.7 , 39 , 17.43 , 1.141 , 0.029 , 14.77 , 260.98
1393 , 6551 , 393.52 , -52.0 , 40 , 17.36 , 1.140 , 0.029 , 14.83 , 260.92
1403 , 6591 , 391.11 , -52.3 , 40 , 17.28 , 1.136 , 0.029 , 14.88 , 260.86
1413 , 6636 , 388.39 , -52.4 , 39 , 17.25 , 1.131 , 0.029 , 14.95 , 260.80
1423 , 6682 , 385.62 , -52.4 , 34 , 17.22 , 1.137 , 0.029 , 15.01 , 260.74
1433 , 6725 , 383.09 , -52.6 , 28 , 17.15 , 1.148 , 0.030 , 15.07 , 260.68
1443 , 6772 , 380.28 , -52.8 , 25 , 17.09 , 1.172 , 0.031 , 15.14 , 260.61
1453 , 6824 , 377.24 , -53.1 , 21 , 16.99 , 1.203 , 0.032 , 15.21 , 260.54
1463 , 6874 , 374.32 , -53.4 , 18 , 17.00 , 1.250 , 0.033 , 15.29 , 260.46
1473 , 6919 , 371.68 , -53.8 , 16 , 17.04 , 1.239 , 0.033 , 15.36 , 260.39
1483 , 6968 , 368.86 , -54.2 , 15 , 17.00 , 1.230 , 0.033 , 15.43 , 260.32
1493 , 7021 , 365.84 , -54.6 , 15 , 16.95 , 1.229 , 0.034 , 15.51 , 260.24
1503 , 7067 , 363.20 , -55.0 , 14 , 16.94 , 1.241 , 0.034 , 15.58 , 260.17
1513 , 7118 , 360.30 , -55.4 , 15 , 16.94 , 1.240 , 0.034 , 15.66 , 260.09
1523 , 7170 , 357.37 , -55.9 , 16 , 16.90 , 1.255 , 0.035 , 15.74 , 260.01
1533 , 7215 , 354.86 , -56.2 , 17 , 16.84 , 1.287 , 0.036 , 15.81 , 259.94
1543 , 7268 , 351.93 , -56.3 , 17 , 16.78 , 1.346 , 0.038 , 15.90 , 259.85
1553 , 7313 , 349.39 , -56.7 , 18 , 16.72 , 1.392 , 0.040 , 15.98 , 259.77
1563 , 7363 , 346.65 , -57.1 , 18 , 16.67 , 1.432 , 0.041 , 16.06 , 259.69
1573 , 7414 , 343.88 , -57.3 , 19 , 16.59 , 1.463 , 0.043 , 16.16 , 259.59
1583 , 7461 , 341.33 , -57.4 , 19 , 16.51 , 1.451 , 0.043 , 16.24 , 259.51
1593 , 7507 , 338.83 , -57.7 , 19 , 16.51 , 1.425 , 0.042 , 16.32 , 259.42
1602 , 7554 , 336.35 , -57.9 , 18 , 16.51 , 1.359 , 0.040 , 16.41 , 259.34
1611 , 7600 , 333.90 , -58.2 , 18 , 16.47 , 1.293 , 0.039 , 16.48 , 259.27
1621 , 7646 , 331.43 , -58.6 , 21 , 16.39 , 1.218 , 0.037 , 16.56 , 259.19
1631 , 7694 , 328.92 , -59.0 , 23 , 16.37 , 1.158 , 0.035 , 16.63 , 259.12
1641 , 7740 , 326.50 , -59.4 , 26 , 16.37 , 1.130 , 0.035 , 16.69 , 259.06
